,-277,803,272
[CLASS] CLASS=rotor_unbalance ID=1 scores_x1000=[-5615,8585,-4067,1096]
[CLASS_STATS] condition=rotor_unbalance total_windows=19
predicted_count=[0,19,0,0]
correct_windows=19
accuracy_x1000=1000
current_prediction=1
[CLASS_TIMING] sample_interval_ms=5 window_acquisition_ms=895 feature_extract_ms=8 inference_ms=1 total_cycle_ms=969
19120,-145,-563,241
19123,-145,-563,241
19126,180,-564,259
19128,180,-564,259
19131,-199,246,248
19133,-199,246,248
19136,-37,696,243
19139,-37,696,243
19141,-42,109,244
19144,-42,109,244
19146,-80,-693,198
19149,-80,-693,198
19152,151,-467,298
19154,151,-467,298
19157,-211,456,259
19160,-211,456,259
19162,36,621,278
19165,36,621,278
19167,-52,-48,278
19170,-52,-48,278
19172,-7,-732,190
19175,-7,-732,190
19178,86,-320,298
19180,86,-320,298
19183,-191,536,245
19185,-191,536,245
19188,30,479,254
19191,30,479,254
19193,-73,-221,288
19196,-73,-221,288
19198,39,-692,205
19201,39,-692,205
19204,-16,-156,261
19206,-16,-156,261
19209,-143,561,243
19211,-1,341,237
19214,-1,341,237
19216,-1,341,237
19219,-122,-351,276
19222,74,-614,236
19224,74,-614,236
19227,-125,-35,256
19230,-125,-35,256
19235,-57,576,252
19240,-36,260,243
19245,-129,-431,264
19250,106,-538,257
19255,-89,101,242
19260,-24,632,255
19265,-38,210,257
19270,-116,-531,235
19275,162,-480,262
19280,-164,234,252
19285,1,608,260
19290,-86,136,239
19295,-75,-589,217
19300,152,-473,297
19305,-188,321,259
19310,18,592,258
19315,-74,68,241
19320,-47,-634,201
19325,103,-391,309
19330,-171,370,241
19335,43,525,264
19340,-77,-24,283
19345,-18,-661,201
19350,61,-312,292
19355,-162,412,239
19360,34,481,266
19365,-67,-91,282
19370,25,-669,205
19375,26,-240,269
19380,-140,446,245
19385,6,420,250
19390,-69,-181,289
19395,48,-664,209
19400,-12,-179,258
19405,-116,489,248
19410,2,362,239
19415,-106,-265,270
19420,56,-630,223
19425,56,-630,223
19430,-51,-102,255
19435,-81,541,249
19440,-19,301,238
19445,-112,-357,275
19450,83,-592,236
19455,-128,36,251
19460,-43,590,256
19465,-43,246,244
19470,-113,-435,259
19475,112,-522,253
19480,-127,117,253
19485,-20,608,260
19490,-43,213,263
19495,-115,-500,245
19500,136,-466,260
19505,-125,194,253
19510,3,595,261
19515,-71,163,253
19520,-76,-564,224
19525,166,-476,286
19530,-164,267,250
19535,15,560,253
19540,-93,106,228
19545,-48,-601,209
19550,110,-436,307
19555,-174,323,240
19560,27,559,258
19565,-82,33,252
19570,-41,-644,197
19575,81,-355,308
19580,-151,375,241
19585,44,505,263
19590,-71,-49,282
19595,-1,-672,201
19600,49,-287,279
19605,-154,431,242
19610,17,461,257
19615,-69,-135,280
19620,36,-684,202
19625,-4,-201,260
19630,-139,483,248
19635,0,394,244
19640,-101,-247,279
19645,56,-645,214
19650,25,-143,260
19655,-87,540,245
19660,-9,311,240
19665,-121,-361,273
19670,85,-599,236
19675,-70,3,248
19680,-41,591,259
19685,-46,247,245
19690,-46,247,245
19695,-132,-452,258
19700,114,-521,254
19705,-102,110,251
19710,-14,623,259
19715,-43,204,259
19720,-108,-542,227
19725,166,-481,263
19730,-154,239,256
19735,4,600,255
19740,-86,133,241
19745,-66,-601,213
19750,139,-470,296
19755,-162,326,252
19760,25,596,261
19765,-74,49,253
19770,-48,-655,193
19775,91,-377,309
19780,-166,402,243
19785,47,529,262
19790,-60,-49,290
19795,-3,-690,197
19800,55,-291,288
19805,-151,461,241
19810,17,463,255
19815,-70,-170,288
19820,44,-680,206
19825,-15,-179,262
19830,-143,520,246
19835,4,369,242
19840,-113,-292,270
19845,61,-634,225
19850,-96,-68,260
19855,-75,571,250
19860,-31,283,237
19865,-126,-413,267
19870,105,-570,246
19875,-137,76,245
19880,-37,618,256
19885,-31,230,254
19890,-123,-516,243
19895,155,-494,263
19900,-137,193,250
19905,-6,621,258
19910,-84,152,240
19915,-81,-600,215
19920,166,-488,287
19925,-190,330,256
19930,16,615,260
19935,-75,60,251
19940,-56,-664,194
19945,106,-393,309
19950,-186,418,246
19955,47,540,268
19960,47,540,268
19965,-59,-53,285
19970,2,-695,197
19975,73,-285,285
19980,-156,480,244
19985,18,462,249
19990,-77,-196,293
19995,44,-686,212
20000,-24,-164,260
20005,-148,542,249
20010,8,356,240
20015,-121,-323,274
[FEATURES] f0=-33200 f1=91390 f2=97234 f3=-211000 f4=180000 f5=391000 f6=74975 f7=-25375 f8=449470 f9=450185 f10=-732000 f11=696000 f12=1428000 f13=403775 f14=251645 f15=25329 f16=252916 f17=190000 f18=309000 f19=119000 f20=18646
[SCALED_FEATURES] f0=-921 f1=551 f2=539 f3=-822 f4=944 f5=899 f6=505 f7=-2443 f8=1582 f9=1586 f10=-1944 f11=1783 f12=1867 f13=1565 f14=-630 f15=-447 f16=-532 f17=248 f18=-464 f19=-370 f20=-492
[FEATURES_X] mean=-33200 std=91390 rms=97234 min=-211000 max=180000 p2p=391000 mad=74975
[FEATURES_Y] mean=-25375 std=449470 rms=450185 min=-732000 max=696000 p2p=1428000 mad=403775
[FEATURES_Z] mean=251645 std=25329 rms=252916 min=190000 max=309000 p2p=119000 mad=18646
[CLASS] CLASS=rotor_unbalance ID=1 scores_x1000=[-5479,8098,-3804,1184]
[CLASS_STATS] condition=rotor_unbalance total_windows=20
predicted_count=[0,20,0,0]
correct_windows=20
accuracy_x1000=1000
current_prediction=1
[CLASS_TIMING] sample_interval_ms=5 window_acquisition_ms=895 feature_extract_ms=8 inference_ms=1 total_cycle_ms=969
20120,107,-346,304
20123,107,-346,304
20125,-196,470,236
20128,-196,470,236
20131,28,512,260
20133,28,512,260
20136,-70,-122,286
20138,-70,-122,286
20141,24,-692,205
20143,24,-692,205
20146,13,-218,268
20149,13,-218,268
20151,-153,518,250
20154,-153,518,250
20156,21,402,246
20159,21,402,246
20161,-117,-273,275
20164,-117,-273,275
20167,67,-652,220
20169,-82,-96,265
20172,-82,-96,265
20175,-106,574,251
20177,-106,574,251
20180,-17,294,235
20182,-17,294,235
20185,-126,-406,269
20188,-126,-406,269
20191,96,-576,248
20193,96,-576,248
20196,-100,31,239
20198,-100,31,239
20201,-38,624,248
20203,-38,624,248
20206,-30,233,258
20209,-30,233,258
20211,-129,-522,244
20214,-129,-522,244
20217,166,-510,264
20219,166,-510,264
20222,-158,218,250
20225,-158,218,250
20227,-17,636,251
20230,-17,636,251
20235,-72,139,234
20240,-80,-625,210
20245,155,-477,288
20250,-175,352,257
20255,34,619,270
20260,-76,23,268
20265,-48,-688,191
20270,112,-367,307
20275,-195,457,242
20280,36,535,268
20285,-60,-83,278
20290,19,-699,207
20295,43,-247,278
20300,-161,507,242
20305,23,425,251
20310,-105,-242,285
20315,55,-655,215
20320,16,-163,263
20325,-121,545,240
20330,-3,319,239
20335,-127,-361,271
20340,84,-602,236
20345,-59,-18,252
20350,-48,588,251
20355,-37,252,245
20360,-133,-468,258
20365,118,-517,255
20370,-142,131,245
20375,-21,626,259
20380,-43,198,252
20385,-111,-537,234
20390,177,-493,269
20395,-186,261,255
20400,-10,606,254
20405,-83,118,238
20410,-65,-617,210
20415,131,-460,301
20420,-166,343,253
20425,31,588,265
20430,-75,28,260
20435,-48,-673,191
20440,91,-355,303
20445,-177,425,240
20450,43,525,261
20455,-66,-65,283
20460,5,-690,200
20465,60,-268,287
20470,-156,473,243
20475,17,443,252
20480,-86,-197,295
20485,50,-673,211
20490,50,-673,211
20495,-24,-163,260
20500,-142,523,246
20505,2,353,241
20510,-128,-310,272
20515,73,-624,228
20520,-114,-63,257
20525,-70,558,256
20530,-22,273,235
20535,-120,-417,269
20540,107,-561,245
20545,-141,76,243
20550,-29,601,259
20555,-38,228,254
20560,-132,-494,244
20565,131,-480,262
20570,-142,165,252
20575,-6,618,259
20580,-58,175,255
20585,-92,-559,226
20590,180,-489,280
20595,-182,279,257
20600,-1,595,260
20605,-84,103,233
20610,-60,-617,205
20615,113,-439,308
20620,-177,356,248
20625,28,569,262
20630,-74,20,261
20635,-49,-666,196
20640,81,-343,304
20645,-175,420,243
20650,42,511,263
20655,-61,-64,285
20660,3,-683,202
20665,46,-266,282
20670,-156,456,246
20675,18,446,256
20680,-81,-167,290
20685,39,-672,207
20690,-21,-178,260
20695,-132,490,249
20700,1,372,240
20705,-114,-267,269
20710,62,-632,221
20715,-52,-97,255
20720,-83,541,247
20725,-14,299,240
20730,-124,-358,270
20735,86,-588,240
20740,-69,-2,247
20745,-38,584,255
20750,-29,246,241
20755,-121,-432,261
20760,-121,-432,261
20765,110,-527,252
20770,-120,95,246
20775,-19,596,259
20780,-41,215,256
20785,-119,-493,249
20790,132,-464,265
20795,-153,195,252
20800,-2,603,265
20805,-49,165,259
20810,-92,-541,228
20815,154,-464,291
20820,-143,254,253
20825,18,571,258
20830,-89,117,242
20835,-67,-577,217
20840,135,-454,304
20845,-181,300,250
20850,14,543,250
20855,-93,68,229
20860,-42,-601,208
20865,95,-390,301
20870,-164,321,242
20875,25,527,252
20880,-80,30,238
20885,-40,-618,204
20890,64,-332,296
20895,-143,332,242
20900,29,495,258
20905,-74,-15,259
20910,-29,-626,204
20915,45,-286,296
20920,-131,344,248
20925,39,462,260
20930,-71,-49,280
20935,-15,-634,204
20940,17,-257,283
20945,-127,365,251
20950,32,442,262
20955,-66,-78,287
20960,2,-627,209
20965,58,-261,278
20970,-134,379,252
20975,23,429,261
20980,-67,-99,283
20985,16,-640,204
20990,-24,-222,275
20995,-117,395,249
21000,13,418,259
21005,-70,-115,283
21010,23,-628,209
21015,-3,-203,268
[FEATURES] f0=-35355 f1=88426 f2=95232 f3=-196000 f4=180000 f5=376000 f6=73417 f7=-21415 f8=437079 f9=437603 f10=-699000 f11=636000 f12=1335000 f13=391959 f14=252670 f15=24454 f16=253850 f17=191000 f18=308000 f19=117000 f20=18156
[SCALED_FEATURES] f0=-1206 f1=493 f2=496 f3=-646 f4=944 f5=812 f6=469 f7=-1906 f8=1509 f9=1512 f10=-1802 f11=1538 f12=1672 f13=1488 f14=-513 f15=-462 f16=-498 f17=261 f18=-475 f19=-382 f20=-501
[FEATURES_X] mean=-35355 std=88426 rms=95232 min=-196000 max=180000 p2p=376000 mad=73417
[FEATURES_Y] mean=-21415 std=437079 rms=437603 min=-699000 max=636000 p2p=1335000 mad=391959
[FEATURES_Z] mean=252670 std=24454 rms=253850 min=191000 max=308000 p2p=117000 mad=18156
[CLASS] CLASS=rotor_unbalance ID=1 scores_x1000=[-4776,7360,-4372,1789]
[CLASS_STATS] condition=rotor_unbalance total_windows=21
predicted_count=[0,21,0,0]
correct_windows=21
accuracy_x1000=1000
current_prediction=1
[CLASS_TIMING] sample_interval_ms=5 window_acquisition_ms=895 feature_extract_ms=8 inference_ms=1 total_cycle_ms=969
21120,-56,-99,241
21122,-72,462,253
21125,-72,462,253
21128,-32,351,251
21130,-32,351,251
21133,-84,-212,278
21135,-84,-212,278
21138,59,-610,219
21141,59,-610,219
21143,-37,-87,240
21146,-37,-87,240
21148,-67,478,260
21151,-67,478,260
21153,-25,336,247
21156,-25,336,247
21159,-88,-230,277
21161,-88,-230,277
21164,64,-606,223
21166,64,-606,223
21169,-101,-57,246
21172,-101,-57,246
21174,-59,497,262
21177,-59,497,262
21179,-33,333,249
21182,-33,333,249
21185,-87,-246,270
21187,-87,-246,270
21190,64,-598,228
21192,64,-598,228
21195,-100,-40,252
21198,-100,-40,252
21200,-58,517,257
21203,-58,517,257
21206,-28,311,244
21208,-28,311,244
21211,-103,-276,266
21213,-103,-276,266
21216,68,-589,229
21219,68,-589,229
21221,-65,-29,247
21224,-65,-29,247
21226,-57,532,259
21230,-40,293,242
21235,-103,-299,265
21240,70,-575,235
21245,-98,5,248
21250,-40,549,262
21255,-43,271,246
21260,-105,-344,268
21265,80,-556,240
21270,-89,31,255
21275,-31,552,262
21280,-46,241,237
21285,-104,-390,273
21290,-104,-390,273
21295,97,-533,243
21300,-119,71,260
21305,-14,548,273
21310,-62,219,241
21315,-99,-424,263
21320,112,-502,247
21325,-134,109,254
21330,-3,547,267
21335,-68,198,245
21340,-99,-452,261
21345,113,-472,252
21350,-121,136,253
21355,9,543,264
21360,-62,188,250
21365,-97,-471,246
21370,115,-442,267
21375,-129,166,250
21380,13,555,260
21385,-64,178,257
21390,-82,-507,235
21395,120,-433,279
21400,-137,202,242
21405,20,560,259
21410,-74,150,257
21415,-70,-537,225
21420,142,-456,299
21425,-154,246,244
21430,28,543,253
21435,-98,104,242
21440,-56,-576,214
21445,119,-432,307
21450,-187,300,244
21455,18,538,249
21460,-89,56,235
21465,-40,-615,202
21470,81,-365,299
21475,-149,329,239
21480,26,520,253
21485,-74,0,255
21490,-37,-638,200
21495,59,-304,299
21500,-140,371,243
21505,43,474,264
21510,-69,-70,295
21515,4,-655,204
21520,31,-251,281
21525,-145,417,247
21530,20,446,261
21535,-80,-123,287
21540,31,-654,210
21545,22,-219,272
21550,-134,444,254
21555,-2,396,250
21560,-2,396,250
21565,-85,-202,289
21570,49,-647,212
21575,2,-189,254
21580,-102,483,253
21585,-8,349,243
21590,-106,-271,273
21595,61,-615,227
21600,-29,-79,244
21605,-66,544,256
21610,-22,292,237
21615,-115,-341,270
21620,81,-578,243
21625,-118,29,249
21630,-40,583,260
21635,-38,242,238
21640,-116,-420,259
21645,111,-526,250
21650,-94,91,252
21655,-14,600,259
21660,-51,211,257
21665,-116,-504,243
21670,132,-464,260
21675,-156,192,254
21680,4,601,262
21685,-66,165,255
21690,-76,-571,218
21695,174,-473,282
21700,-184,287,252
21705,12,567,252
21710,-92,91,235
21715,-54,-609,204
21720,112,-422,306
21725,-173,350,242
21730,29,560,257
21735,-71,14,253
21740,-43,-658,193
21745,77,-326,301
21750,-160,397,242
21755,44,494,264
21760,-73,-73,293
21765,2,-673,202
21770,54,-262,279
21775,-157,438,244
21780,22,450,259
21785,-78,-150,293
21790,37,-665,209
21795,-10,-188,264
21800,-138,472,250
21805,5,381,241
21810,-100,-236,278
21815,58,-638,217
21820,22,-157,254
21825,22,-157,254
21830,-87,513,250
21835,-13,319,241
21840,-119,-313,267
21845,75,-600,234
21850,-86,-38,244
21855,-59,562,254
21860,-28,265,238
21865,-116,-386,272
21870,97,-554,245
21875,-118,66,252
21880,-20,581,261
21885,-51,220,246
21890,-109,-459,258
21895,120,-494,251
21900,-120,122,249
21905,-7,586,266
21910,-47,196,255
21915,-105,-507,237
21920,143,-453,265
21925,-151,210,251
21930,10,592,266
21935,-66,153,254
21940,-68,-560,222
21945,161,-467,295
21950,-162,270,252
21955,18,552,255
21960,-93,93,237
21965,-62,-595,209
21970,109,-427,305
21975,-178,329,246
21980,21,551,252
21985,-70,40,243
21990,-38,-630,196
21995,76,-342,303
22000,-147,354,244
22005,39,507,261
22010,-72,-30,277
22015,-30,-648,199
[FEATURES] f0=-34975 f1=78106 f2=85580 f3=-187000 f4=174000 f5=361000 f6=64008 f7=-17915 f8=412538 f9=412927 f10=-673000 f11=601000 f12=1274000 f13=367674 f14=251965 f15=21450 f16=252876 f17=193000 f18=307000 f19=114000 f20=15396
[SCALED_FEATURES] f0=-1156 f1=293 f2=290 f3=-541 f4=878 f5=726 f6=254 f7=-1431 f8=1365 f9=1367 f10=-1691 f11=1395 f12=1544 f13=1331 f14=-593 f15=-514 f16=-533 f17=285 f18=-486 f19=-400 f20=-553
[FEATURES_X] mean=-34975 std=78106 rms=85580 min=-187000 max=174000 p2p=361000 mad=64008
[FEATURES_Y] mean=-17915 std=412538 rms=412927 min=-673000 max=601000 p2p=1274000 mad=367674
[FEATURES_Z] mean=251965 std=21450 rms=252876 min=193000 max=307000 p2p=114000 mad=15396
[CLASS] CLASS=rotor_unbalance ID=1 scores_x1000=[-4485,6813,-4043,1715]
[CLASS_STATS] condition=rotor_unbalance total_windows=22
predicted_count=[0,22,0,0]
correct_windows=22
accuracy_x1000=1000
current_prediction=1
[CLASS_TIMING] sample_interval_ms=5 window_acquisition_ms=895 feature_extract_ms=8 inference_ms=1 total_cycle_ms=969
22120,64,-610,224
22123,-72,-78,246
22125,-72,-78,246
22128,-78,526,249
22130,-78,526,249
22133,-26,300,239
22135,-26,300,239
22138,-115,-307,265
22141,-115,-307,265
22143,75,-580,236
22146,75,-580,236
22149,-70,-5,243
22151,-70,-5,243
22154,-57,563,265
22156,-57,563,265
22159,-36,261,239
22161,-36,261,239
22164,-110,-375,277
22167,-110,-375,277
22169,91,-547,244
22172,91,-547,244
22174,-87,52,254
22177,-87,52,254
22179,-20,571,263
22182,-20,571,263
22185,-45,219,242
22187,-45,219,242
22190,-110,-432,257
22192,111,-504,249
22195,111,-504,249
22198,-129,121,249
22200,-129,121,249
22203,5,571,269
22205,5,571,269
22208,-50,199,253
22210,-50,199,253
22213,-103,-479,247
22216,-103,-479,247
22218,122,-458,262
22221,122,-458,262
22224,-144,179,254
22226,-144,179,254
22230,5,574,266
22235,-61,172,261
22240,-76,-533,226
22245,148,-449,276
22250,-138,220,250
22255,20,559,254
22260,-84,126,252
22265,-68,-557,218
22270,141,-449,303
22275,-167,275,246
22280,20,534,248
22285,-99,77,234
22290,-51,-594,207
22295,110,-401,305
22300,-176,315,240
22305,22,529,250
22310,-85,37,239
22315,-41,-622,200
22320,64,-332,298
22325,-145,341,243
22330,31,506,255
22335,-67,-23,274
22340,-32,-637,203
22345,52,-286,296
22350,-143,374,245
22355,-143,374,245
22360,40,464,262
22365,-68,-70,289
22370,-2,-654,202
22375,33,-247,283
22380,-144,408,247
22385,28,441,263
22390,-74,-120,288
22395,25,-645,204
22400,50,-236,272
22405,-129,428,246
22410,-1,405,252
22415,-89,-185,293
22420,47,-634,214
22425,-5,-168,263
22430,-98,458,254
22435,-8,362,244
22440,-102,-238,276
22445,61,-622,220
22450,-85,-82,248
22455,-76,508,252
22460,-13,321,244
22465,-122,-297,267
22470,70,-596,228
22475,-119,-11,248
22480,-58,551,257
22485,-34,272,238
22490,-113,-365,271
22495,87,-559,241
22500,-93,31,248
22505,-29,578,263
22510,-48,230,237
22515,-108,-423,269
22520,108,-514,246
22525,-111,95,249
22530,-2,582,269
22535,-47,203,252
22540,-108,-480,252
22545,121,-463,260
22550,-142,175,249
22555,5,583,262
22560,-58,179,261
22565,-81,-523,230
22570,144,-449,276
22575,-151,226,249
22580,19,571,256
22585,-79,126,253
22590,-62,-564,216
22595,148,-451,301
22600,-170,272,245
22605,27,534,252
22610,-96,77,237
22615,-53,-591,206
22620,-53,-591,206
22625,112,-403,306
22630,-175,314,240
22635,24,534,247
22640,-81,36,238
22645,-40,-619,201
22650,75,-337,306
22655,-153,343,246
22660,34,503,253
22665,-69,-26,274
22670,-28,-639,199
22675,50,-278,292
22680,-144,382,253
22685,40,464,261
22690,-72,-71,288
22695,3,-657,206
22700,30,-239,274
22705,-147,417,250
22710,17,441,263
22715,-84,-130,292
22720,30,-652,208
22725,58,-224,269
22730,-127,444,253
22735,1,393,251
22740,-90,-203,292
22745,46,-645,211
22750,-26,-150,253
22755,-90,482,252
22760,-13,348,244
22765,-110,-263,269
22770,65,-615,223
22775,-97,-58,245
22780,-77,539,252
22785,-21,293,239
22790,-124,-337,266
22795,76,-578,239
22800,-80,3,243
22805,-37,569,256
22810,-45,248,236
22815,-110,-409,265
22820,107,-534,246
22825,-95,79,245
22830,-8,585,262
22835,-44,210,251
22840,-115,-490,244
22845,126,-472,256
22850,-151,165,249
22855,-4,599,260
22860,-52,180,261
22865,-89,-545,225
22870,172,-460,273
22875,-147,244,252
22880,16,579,254
22885,16,579,254
22890,-90,106,242
22895,-58,-596,210
22900,136,-446,304
22905,-191,324,247
22910,31,570,255
22915,-75,45,245
22920,-45,-639,193
22925,89,-357,308
22930,-168,385,249
22935,46,519,262
22940,-74,-33,282
22945,-25,-669,198
22950,69,-280,290
22955,-156,434,248
22960,28,473,262
22965,-75,-122,293
22970,24,-679,207
22975,26,-219,270
22980,-146,471,248
22985,7,404,247
22990,-93,-220,288
22995,49,-657,218
23000,-68,-136,264
23005,-117,523,247
23010,-6,333,243
23015,-129,-312,266
[FEATURES] f0=-34805 f1=81557 f2=88673 f3=-191000 f4=172000 f5=363000 f6=68148 f7=-14955 f8=417608 f9=417875 f10=-679000 f11=599000 f12=1278000 f13=373262 f14=251940 f15=22911 f16=252979 f17=193000 f18=308000 f19=115000 f20=16519
[SCALED_FEATURES] f0=-1134 f1=360 f2=356 f3=-588 f4=856 f5=737 f6=348 f7=-1030 f8=1394 f9=1396 f10=-1717 f11=1387 f12=1552 f13=1367 f14=-596 f15=-488 f16=-529 f17=285 f18=-475 f19=-394 f20=-532
[FEATURES_X] mean=-34805 std=81557 rms=88673 min=-191000 max=172000 p2p=363000 mad=68148
[FEATURES_Y] mean=-14955 std=417608 rms=417875 min=-679000 max=599000 p2p=1278000 mad=373262
[FEATURES_Z] mean=251940 std=22911 rms=252979 min=193000 max=308000 p2p=115000 mad=16519
[CLASS] CLASS=rotor_unbalance ID=1 scores_x1000=[-4380,6796,-3793,1377]
[CLASS_STATS] condition=rotor_unbalance total_windows=23
predicted_count=[0,23,0,0]
correct_windows=23
accuracy_x1000=1000
current_prediction=1
[CLASS_TIMING] sample_interval_ms=5 window_acquisition_ms=895 feature_extract_ms=8 inference_ms=1 total_cycle_ms=969
23120,117,-430,307
23123,117,-430,307
23125,-183,366,246
23128,-183,366,246
23131,43,568,265
23133,43,568,265
23136,-71,-3,267
23138,-71,-3,267
23141,-44,-672,195
23143,-44,-672,195
23146,99,-327,307
23148,99,-327,307
23151,-184,436,246
23154,-184,436,246
23156,42,501,266
23159,42,501,266
23161,-71,-97,284
23164,-71,-97,284
23166,11,-684,208
23169,11,-684,208
23172,55,-242,276
23174,55,-242,276
23177,-157,489,245
23179,-157,489,245
23182,12,426,242
23185,12,426,242
23187,-98,-222,296
23190,-98,-222,296
23192,45,-660,213
23195,45,-660,213
23197,14,-170,258
23200,14,-170,258
23203,-135,537,248
23205,-135,537,248
23208,-4,337,239
23210,-4,337,239
23213,-132,-329,277
23216,-132,-329,277
23218,68,-607,237
23221,68,-607,237
23224,-25,-60,251
23226,-25,-60,251
23230,-49,569,253
23235,-26,253,238
23240,-126,-439,267
23245,107,-542,249
23250,-94,84,246
23255,-16,605,259
23260,-41,218,256
23265,-118,-522,236
23270,160,-479,260
23275,-146,208,249
23280,2,606,260
23285,-68,141,249
23290,-82,-585,215
23295,173,-470,288
23300,-182,304,257
23305,12,592,257
23310,-84,76,241
23315,-51,-625,196
23320,108,-402,307
23325,-168,363,250
23330,38,547,262
23335,-73,1,256
23340,-42,-656,193
23345,72,-313,300
23350,-149,394,245
23355,46,487,264
23360,-68,-72,291
23365,-11,-669,204
23370,51,-254,280
23375,-158,434,246
23380,21,449,259
23385,-84,-139,293
23390,25,-658,205
23395,14,-201,266
23400,-134,457,246
23405,1,391,249
23410,-86,-209,294
23415,45,-645,215
23420,45,-645,215
23425,28,-185,249
23430,-106,486,251
23435,-12,341,242
23440,-111,-270,266
23445,65,-606,228
23450,-92,-52,244
23455,-74,537,249
23460,-21,293,246
23465,-118,-334,264
23470,74,-578,234
23475,-79,1,247
23480,-44,564,253
23485,-36,247,242
23490,-116,-393,272
23495,96,-537,246
23500,-100,68,253
23505,-13,563,268
23510,-46,210,241
23515,-107,-441,264
23520,112,-495,254
23525,-140,131,253
23530,3,570,269
23535,-56,195,252
23540,-105,-475,248
23545,120,-454,261
23550,-132,167,251
23555,8,569,266
23560,-59,177,261
23565,-93,-509,228
23570,136,-441,273
23575,-138,203,246
23580,20,561,262
23585,-69,144,259
23590,-77,-536,221
23595,146,-446,292
23600,-157,242,240
23605,30,541,254
23610,-88,97,249
23615,-58,-567,213
23620,129,-437,305
23625,-180,289,239
23630,24,533,250
23635,-92,59,237
23640,-40,-612,200
23645,95,-374,304
23650,-157,329,241
23655,32,528,258
23660,-73,-10,272
23665,-42,-663,197
23670,77,-309,300
23675,-167,403,248
23680,39,494,264
23685,39,494,264
23690,-67,-83,285
23695,9,-686,202
23700,60,-250,280
23705,-153,481,249
23710,13,433,243
23715,-97,-217,290
23720,42,-670,214
23725,0,-153,258
23730,-145,570,247
23735,-2,332,236
23740,-129,-371,278
23745,88,-602,240
23750,-32,-24,247
23755,-45,618,245
23760,-12,253,256
23765,-132,-536,245
23770,177,-543,259
23775,-185,203,246
23780,-26,660,251
23785,-57,132,239
23790,-88,-682,197
23795,177,-456,284
23800,-208,436,252
23805,41,639,276
23810,-46,-40,280
23815,-19,-743,189
23820,122,-338,309
23825,-206,571,247
23830,37,494,254
23835,-115,-260,300
23840,34,-690,219
23845,-1,-132,270
23850,-156,640,240
23855,-6,314,234
23860,-163,-462,272
23865,106,-567,256
23870,-70,69,238
23875,-56,663,243
23880,-41,193,235
23885,-128,-632,215
23890,191,-533,272
23895,-191,321,252
23900,17,678,262
23905,-57,25,277
23910,-61,-734,180
23915,155,-412,310
23920,-229,529,254
23925,32,575,265
23930,-61,-159,291
23935,15,-726,205
23940,43,-227,282
23945,-182,593,249
23950,-182,593,249
23955,18,395,242
23960,-138,-341,293
23965,71,-641,235
23970,-68,-52,257
23975,-101,643,243
23980,-7,268,252
23985,-143,-523,245
23990,158,-543,262
23995,-162,169,242
24000,-23,646,239
24005,-56,150,238
24010,-97,-659,201
24015,182,-477,272
[FEATURES] f0=-32060 f1=94066 f2=99379 f3=-229000 f4=191000 f5=420000 f6=78178 f7=-22990 f8=447520 f9=448110 f10=-743000 f11=678000 f12=1421000 f13=401040 f14=252705 f15=26212 f16=254060 f17=180000 f18=310000 f19=130000 f20=19484
[SCALED_FEATURES] f0=-770 f1=602 f2=585 f3=-1034 f4=1065 f5=1067 f6=578 f7=-2119 f8=1570 f9=1574 f10=-1991 f11=1709 f12=1852 f13=1547 f14=-509 f15=-432 f16=-490 f17=125 f18=-454 f19=-306 f20=-476
[FEATURES_X] mean=-32060 std=94066 rms=99379 min=-229000 max=191000 p2p=420000 mad=78178
[FEATURES_Y] mean=-22990 std=447520 rms=448110 min=-743000 max=678000 p2p=1421000 mad=401040
[FEATURES_Z] mean=252705 std=26212 rms=254060 min=180000 max=310000 p2p=130000 mad=19484
[CLASS] CLASS=rotor_unbalance ID=1 scores_x1000=[-5509,7958,-3123,674]
[CLASS_STATS] condition=rotor_unbalance total_windows=24
predicted_count=[0,24,0,0]
correct_windows=24
accuracy_x1000=1000
current_prediction=1
[CLASS_TIMING] sample_interval_ms=5 window_acquisition_ms=895 feature_extract_ms=8 inference_ms=0 total_cycle_ms=969
24120,-23,635,254
24123,-23,635,254
24125,-52,163,239
24128,-52,163,239
24130,-107,-608,212
24133,-107,-608,212
24136,189,-488,274
24138,189,-488,274
24141,-178,319,260
24144,-178,319,260
24146,10,638,261
24149,10,638,261
24151,-57,56,251
24154,-57,56,251
24156,-53,-680,195
24159,-53,-680,195
24162,120,-396,313
24164,120,-396,313
24167,-195,432,253
24170,55,554,275
24172,55,554,275
24175,55,554,275
24177,-70,-57,290
24180,-70,-57,290
24182,-17,-684,200
24185,84,-288,295
24187,84,-288,295
24190,-178,467,241
24193,-178,467,241
24195,23,466,262
24198,23,466,262
24200,-79,-159,295
24203,-79,-159,295
24206,34,-672,210
24208,34,-672,210
24211,1,-188,263
24213,1,-188,263
24216,-145,493,246
24218,-145,493,246
24221,9,381,241
24223,9,381,241
24226,-108,-251,277
24230,-108,-251,277
24235,60,-634,217
24240,-2,-154,254
24245,-106,521,248
24250,-8,315,240
24255,-127,-306,268
24260,71,-591,235
24265,-106,-18,249
24270,-68,555,253
24275,-25,260,241
24280,-120,-372,269
24285,89,-551,244
24290,-99,53,248
24295,-21,560,258
24300,-54,221,241
24305,-106,-418,266
24310,106,-505,249
24315,-111,92,253
